flightNumber;dep_airport_code;arr_airport_code;plane;dep_weather_desc;dep_date
TVF3101;SVQ;ORY;BOEING 737-800 WINGLETS;Lluvia;13/04/18
VLG2211;SVQ;BCN;AIRBUS A320;Lluvia;13/04/18
VLG2251;SVQ;BCN;32B;Lluvia;13/04/18
TRA6728;SVQ;AMS;BOEING 737-800 WINGLETS;Lluvia;13/04/18
VLG8830;SVQ;CDG;32A;Lluvia;13/04/18
TAP1107;SVQ;LIS;ATR-72;Lluvia;13/04/18
RYR1191;SVQ;HAM;BOEING 737-800 WINGLETS;Lluvia;13/04/18
EVE1601;SVQ;SCQ;32A;Lluvia;13/04/18
TRA5086;SVQ;EIN;BOEING 737-800 WINGLETS;Lluvia;13/04/18
VLG2509;SVQ;BIO;AIRBUS A320;Lluvia;13/04/18
RYR3041;SVQ;SCQ;BOEING 737-800 WINGLETS;Lluvia;13/04/18
AEA5106;SVQ;TFN;BOEING 737-800 WINGLETS;Lluvia;13/04/18
VLG3254;SVQ;TFN;AIRBUS A320;Lluvia;13/04/18
HTY133;JCU;AEI;AWH;Lluvia;13/04/18
HTY109;JCU;AEI;AWH;Lluvia;13/04/18
HTY111;JCU;AEI;AWH;Lluvia;13/04/18
HTY113;JCU;AEI;AWH;Lluvia;13/04/18
HTY137;JCU;AEI;AWH;Lluvia;13/04/18
IBE8213;LEI;PMI;CANADAIR CRJ-200;Chubascos dispersos;13/04/18
EZY8164;LEI;LGW;AIRBUS A320;Chubascos dispersos;13/04/18
IBE8595;LEI;MAD;BOMBARDIER CRJ-1000;Chubascos dispersos;13/04/18
RYR8352;LEI;STN;BOEING 737-800 WINGLETS;Chubascos dispersos;13/04/18
VLG1252;LEI;BCN;AIRBUS A320;Chubascos dispersos;13/04/18
IBE8577;LEI;MAD;BOMBARDIER CRJ-1000;Chubascos dispersos;13/04/18
IBE8589;LEI;MAD;CANADAIR CRJ-200;Chubascos dispersos;13/04/18
IBE8601;LEI;MAD;BOMBARDIER CRJ-1000;Chubascos dispersos;13/04/18
GMI2381;LEI;DUS;BOEING 737-700 WINGLETS;Chubascos dispersos;13/04/18
RYR1259;LEI;CRL;BOEING 737-800 WINGLETS;Chubascos dispersos;13/04/18
IBE8932;LEI;SVQ;CANADAIR CRJ-200;Chubascos dispersos;13/04/18
IBE8603;LEI;MAD;BOMBARDIER CRJ-1000;Chubascos dispersos;14/04/18
LGL694;LEI;LUX;BOEING 737-800 WINGLETS;Chubascos dispersos;14/04/18
JAF6944;LEI;BRU;EMBRAER 190;Chubascos dispersos;14/04/18
IBE8595;LEI;MAD;CANADAIR CRJ-900;Chubascos dispersos;14/04/18
EZY8164;LEI;LGW;AIRBUS A320;Chubascos dispersos;14/04/18
VLG7310;BCN;MAD;AIRBUS A320;Lluvia moderada;13/04/18
VLG3929;PMI;BCN;AIRBUS A320;Lluvia;13/04/18
EWG6800;PMI;LEJ;AIRBUS A320;Lluvia;13/04/18
VLG3903;PMI;BCN;32B;Lluvia;13/04/18
TUI2715;PMI;STR;BOEING 737-800 WINGLETS;Lluvia;13/04/18
DE1535;PMI;HAJ;AIRBUS A320;Lluvia;13/04/18
DE1527;PMI;LEJ;32B;Lluvia;13/04/18
GSW2549;PMI;ZRH;AIRBUS A319;Lluvia;13/04/18
LAV5281;PMI;LPA;BOEING 737-800 WINGLETS;Lluvia;13/04/18
TUI2313;PMI;DUS;BOEING 737-700;Lluvia;13/04/18
LDM313;PMI;STR;AIRBUS A320;Lluvia;13/04/18
GMI2075;PMI;ERF;BOEING 737-700;Lluvia;13/04/18
VLG3980;SCQ;PMI;AIRBUS A320;Chubascos dispersos;12/04/18
EWG9585;PMI;DUS;32A;Lluvia;13/04/18
IBS3913;PMI;MAD;32A;Lluvia;13/04/18
DE1515;PMI;DUS;BOEING 757-300 WINGLETS;Lluvia;13/04/18
IBE8511;XRY;MAD;CANADAIR CRJ-900;Lluvia;13/04/18
DE1557;XRY;DUS;AIRBUS A320;Lluvia;13/04/18
RYR8397;XRY;STN;BOEING 737-800 WINGLETS;Lluvia;13/04/18
DE1563;XRY;STR;AIRBUS A320;Lluvia;13/04/18
VLG3154;XRY;PMI;AIRBUS A320;Lluvia;13/04/18
TUI8967;XRY;MUC;7S8;Lluvia;13/04/18
RYR4624;XRY;HHN;BOEING 737-800 WINGLETS;Lluvia;13/04/18
IBE0411;XRY;MAD;AIRBUS A320;Lluvia;13/04/18
SXD4482;XRY;NUE;BOEING 737-800;Lluvia;13/04/18
LLX5281;XRY;NUE;AIRBUS A320;Lluvia;13/04/18
EWG9571;XRY;DUS;32A;Lluvia;13/04/18
VLG2287;XRY;BCN;32A;Lluvia;13/04/18
RYR1284;XRY;BCN;BOEING 737-800 WINGLETS;Lluvia;13/04/18
IBE0405;XRY;MAD;AIRBUS A319;Lluvia;13/04/18
IBE0407;XRY;MAD;AIRBUS A320;Lluvia;14/04/18
LGL688;XRY;LUX;BOEING 737-700 WINGLETS;Lluvia;14/04/18
DE1723;XRY;MUC;AIRBUS A320;Lluvia;14/04/18
DE1565;XRY;HAM;AIRBUS A320;Lluvia;14/04/18
IBE8314;MAD;EAS;ATR-72;Chubascos dispersos;13/04/18
IBE8316;MAD;EAS;ATR-72;Chubascos dispersos;13/04/18
IBE8322;MAD;EAS;ATR-72;Chubascos dispersos;13/04/18
IBE8318;MAD;EAS;ATR-72;Chubascos dispersos;13/04/18
VLG2488;BCN;EAS;AIRBUS A319;Lluvia moderada;13/04/18
IBE8326;MAD;EAS;ATR-72;Chubascos dispersos;13/04/18
IBE8324;MAD;EAS;ATR-72;Chubascos dispersos;13/04/18
VLG2486;BCN;EAS;AIRBUS A319;Lluvia moderada;14/04/18
VLG2011;GRX;BCN;32B;Lluvia;13/04/18
IBE8641;GRX;MAD;BOMBARDIER CRJ-1000;Lluvia;13/04/18
EZY1816;GRX;MAN;32A;Lluvia;13/04/18
VLG2021;GRX;BCN;AIRBUS A320;Lluvia;13/04/18
AEA5200;GRX;PMI;EMBRAER ERJ-195;Lluvia;13/04/18
VLG3932;GRX;PMI;32A;Lluvia;13/04/18
BAW3290;GRX;LCY;EMBRAER 190;Lluvia;13/04/18
IBE8645;GRX;MAD;CANADAIR CRJ-900;Lluvia;13/04/18
IBE8649;GRX;MAD;BOMBARDIER CRJ-1000;Lluvia;13/04/18
VLG2015;GRX;BCN;AIRBUS A320;Lluvia;13/04/18
IBE8643;GRX;MAD;BOMBARDIER CRJ-1000;Lluvia;13/04/18
VLG2619;GRX;BIO;AIRBUS A320;Lluvia;13/04/18
VLG2017;GRX;BCN;32B;Lluvia;13/04/18
IBE8639;GRX;MAD;CANADAIR CRJ-900;Lluvia;14/04/18
VLG2011;GRX;BCN;AIRBUS A320;Lluvia;14/04/18
VLG3541;IBZ;BCN;AIRBUS A320;Lluvia débil;13/04/18
IBE8105;IBZ;PMI;BOMBARDIER CRJ-1000;Lluvia débil;13/04/18
AEA1703;IBZ;PMI;ATR-72;Lluvia débil;13/04/18
RYR8333;IBZ;BGY;BOEING 737-800 WINGLETS;Lluvia débil;13/04/18
RYR8265;IBZ;BRS;BOEING 737-800 WINGLETS;Lluvia débil;13/04/18
BAW8462;IBZ;LCY;EMBRAER 190;Lluvia débil;13/04/18
VLG3515;IBZ;BCN;AIRBUS A320;Lluvia débil;13/04/18
BAW8464;IBZ;LCY;EMBRAER 190;Lluvia débil;13/04/18
IBE8111;IBZ;PMI;ATR-42/72;Lluvia débil;13/04/18
RYR7217;IBZ;VLC;BOEING 737-800 WINGLETS;Lluvia débil;13/04/18
RYR6720;IBZ;TRN;BOEING 737-800 WINGLETS;Lluvia débil;13/04/18
VLG3416;IBZ;MAD;AIRBUS A320;Lluvia débil;13/04/18
IBE8907;IBZ;ALC;CANADAIR CRJ-200;Lluvia débil;13/04/18
VLG3694;IBZ;VLC;AIRBUS A320;Lluvia débil;13/04/18
AEA2632;IBZ;ZAZ;BOEING 737-800 WINGLETS;Lluvia débil;13/04/18
RYR6703;IBZ;FCO;BOEING 737-800 WINGLETS;Lluvia débil;13/04/18
IBE8911;IBZ;MAD;BOMBARDIER CRJ-1000;Lluvia débil;13/04/18
VLG1702;BCN;VGO;32A;Lluvia moderada;13/04/18
AEA7302;MAD;VGO;EMBRAER ERJ-195;Chubascos dispersos;13/04/18
IBE0532;MAD;VGO;AIRBUS A319;Chubascos dispersos;13/04/18
IBS9524;PMI;VGO;AIRBUS A320;Lluvia;13/04/18
AEA7300;MAD;VGO;EMBRAER ERJ-195;Chubascos dispersos;13/04/18
IBE0534;MAD;VGO;AIRBUS A319;Chubascos dispersos;13/04/18
AEA2727;BCN;VGO;BOEING 737-800 WINGLETS;Lluvia moderada;13/04/18
RYR245;BCN;VGO;BOEING 737-800 WINGLETS;Lluvia moderada;13/04/18
AEA7306;MAD;VGO;EMBRAER ERJ-195;Chubascos dispersos;13/04/18
RYR5947;MJV;BOH;BOEING 737-800 WINGLETS;Nubosidad variable;13/04/18
EZY6014;MJV;BRS;32A;Nubosidad variable;13/04/18
RYR1925;MJV;EMA;BOEING 737-800 WINGLETS;Nubosidad variable;13/04/18
RYR8025;MJV;STN;BOEING 737-800 WINGLETS;Nubosidad variable;13/04/18
EXS208;MJV;LBA;BOEING 737-300;Nubosidad variable;13/04/18
EZY8552;MJV;LGW;AIRBUS A320;Nubosidad variable;13/04/18
RYR7843;MJV;PIK;BOEING 737-800 WINGLETS;Nubosidad variable;13/04/18
EXS524;MJV;NCL;BOEING 737-300 WINGLETS;Nubosidad variable;13/04/18
EXS822;MJV;EDI;BOEING 737-300 WINGLETS;Nubosidad variable;13/04/18
JAF5902;MJV;CRL;BOEING 737-800 WINGLETS;Nubosidad variable;13/04/18
EXS864;MJV;MAN;BOEING 737-800 WINGLETS;Nubosidad variable;13/04/18
RYR8027;MJV;STN;BOEING 737-800 WINGLETS;Nubosidad variable;13/04/18
RYR2323;MJV;LBA;BOEING 737-800 WINGLETS;Nubosidad variable;13/04/18
RYR4117;MJV;MAN;BOEING 737-800 WINGLETS;Nubosidad variable;13/04/18
RYR3453;MJV;LTN;BOEING 737-800 WINGLETS;Nubosidad variable;13/04/18
RYR7095;MJV;DUB;BOEING 737-800 WINGLETS;Nubosidad variable;13/04/18
EZY8554;MJV;LGW;AIRBUS A320;Nubosidad variable;13/04/18
JAF6902;MJV;ANR;EMBRAER 190;Nubosidad variable;14/04/18
RYR2155;MJV;BHX;BOEING 737-800 WINGLETS;Nubosidad variable;14/04/18
EZY8550;MJV;LGW;AIRBUS A319;Nubosidad variable;14/04/18
EZY6014;MJV;BRS;AIRBUS A319;Nubosidad variable;14/04/18
IBB605;TFN;SPC;ATR-72;Nubosidad variable;13/04/18
IBB309;LPA;SPC;ATR-72;Cubierto de nubes altas y medias;13/04/18
CNF412;TFN;SPC;ATR-72;Nubosidad variable;13/04/18
IBB607;TFN;SPC;ATR-42/72;Nubosidad variable;13/04/18
AEA9461;TFN;SPC;ATR-72;Nubosidad variable;13/04/18
IBB611;TFN;SPC;ATR-42/72;Nubosidad variable;13/04/18
CNF418;TFN;SPC;ATR-72;Nubosidad variable;13/04/18
IBB609;TFN;SPC;ATR-72;Nubosidad variable;13/04/18
AEA9463;TFN;SPC;ATR-72;Nubosidad variable;13/04/18
IBB619;TFN;SPC;ATR-72;Nubosidad variable;13/04/18
IBB621;TFN;SPC;ATR-42/72;Nubosidad variable;13/04/18
IBS3842;MAD;SPC;AIRBUS A320;Chubascos dispersos;13/04/18
IBB629;TFN;SPC;ATR-42/72;Nubosidad variable;13/04/18
CNF452;TFN;SPC;ATR-72;Nubosidad variable;13/04/18
IBB631;TFN;SPC;ATR-42/72;Nubosidad variable;13/04/18
IBE2228;TFN;SPC;ATR-42/72;Despejado;17/04/18
AEA9465;TFN;SPC;ATR-72;Nubosidad variable;13/04/18
IBB633;TFN;SPC;ATR-72;Nubosidad variable;13/04/18
IBB623;TFN;SPC;ATR-42/72;Nubosidad variable;13/04/18
AEA9479;TFN;SPC;ATR-72;Nubosidad variable;13/04/18
IBB315;LPA;SPC;ATR-72;Cubierto de nubes altas y medias;13/04/18
IBB637;TFN;SPC;ATR-42/72;Nubosidad variable;13/04/18
IBB414;TFN;FUE;ATR-42/72;Nubosidad variable;13/04/18
CNF803;LPA;FUE;ATR-72;Cubierto de nubes altas y medias;13/04/18
IBB236;LPA;FUE;ATR-72;Cubierto de nubes altas y medias;13/04/18
IBB208;LPA;FUE;ATR-72;Cubierto de nubes altas y medias;13/04/18
IBB210;LPA;FUE;ATR-72;Cubierto de nubes altas y medias;13/04/18
IBB422;TFN;FUE;ATR-42/72;Nubosidad variable;13/04/18
CNF809;LPA;FUE;ATR-72;Cubierto de nubes altas y medias;13/04/18
IBB206;LPA;FUE;ATR-72;Cubierto de nubes altas y medias;13/04/18
RYR5468;MAD;FUE;BOEING 737-800 WINGLETS;Chubascos dispersos;13/04/18
AEA9433;LPA;FUE;ATR-72;Cubierto de nubes altas y medias;13/04/18
CNF412;TFN;SPC;ATR-72;Nubosidad variable;13/04/18
IBB655;TFN;VDE;ATR-72;Nubosidad variable;13/04/18
IBB102;TFN;LPA;BOMBARDIER CRJ-1000;Nubosidad variable;13/04/18
AEA9404;TFN;LPA;ATR-72;Nubosidad variable;13/04/18
IBB607;TFN;SPC;ATR-42/72;Nubosidad variable;13/04/18
CNF612;TFN;LPA;ATR-42/72;Nubosidad variable;13/04/18
AEA9461;TFN;SPC;ATR-72;Nubosidad variable;13/04/18
AEA5103;TFN;SVQ;BOEING 737-800 WINGLETS;Nubosidad variable;13/04/18
IBB104;TFN;LPA;ATR-42/72;Nubosidad variable;13/04/18
VLG3257;TFN;SVQ;AIRBUS A320;Nubosidad variable;13/04/18
IBB611;TFN;SPC;ATR-42/72;Nubosidad variable;13/04/18
IBB108;TFN;LPA;ATR-42/72;Nubosidad variable;13/04/18
IBB114;TFN;LPA;ATR-42/72;Nubosidad variable;13/04/18
IBB651;TFN;GMZ;ATR-42/72;Nubosidad variable;13/04/18
LAV5213;TFN;SCQ;BOEING 737-400;Nubosidad variable;13/04/18
CNF418;TFN;SPC;ATR-72;Nubosidad variable;13/04/18
AEA9047;TFN;MAD;BOEING 737-800 WINGLETS;Nubosidad variable;13/04/18
IBK6307;TFN;MAD;BOEING 737-800 WINGLETS;Nubosidad variable;13/04/18
IBB609;TFN;SPC;ATR-72;Nubosidad variable;13/04/18
IBE0478;MAD;OVD;AIRBUS A321;Chubascos dispersos;13/04/18
VOE3583;VLC;OVD;BOEING 717;Nubosidad variable;13/04/18
IBE0488;MAD;OVD;AIRBUS A320;Chubascos dispersos;13/04/18
VLG1629;AGP;OVD;AIRBUS A320;Chubascos dispersos;13/04/18
VLG1579;BCN;OVD;AIRBUS A320;Lluvia moderada;13/04/18
IBS3980;MAD;OVD;AIRBUS A320;Chubascos dispersos;13/04/18
IBE0476;MAD;OVD;AIRBUS A319;Chubascos dispersos;13/04/18
VOE3924;AGP;OVD;BOEING 717;Chubascos dispersos;13/04/18
IBE0480;MAD;OVD;AIRBUS A321;Chubascos dispersos;13/04/18
IBE0482;MAD;OVD;AIRBUS A320;Chubascos dispersos;13/04/18
VOE3830;SVQ;OVD;BOEING 717;Lluvia;13/04/18
VLG1571;BCN;OVD;AIRBUS A320;Lluvia moderada;13/04/18
VLG1573;BCN;OVD;AIRBUS A320;Lluvia moderada;14/04/18
VLG3713;MAH;BCN;32A;Lluvia débil;13/04/18
VLG3803;MAH;BIO;32A;Lluvia débil;13/04/18
IBE8483;MAH;PMI;CANADAIR CRJ-900;Lluvia débil;13/04/18
EZY8302;MAH;LGW;AIRBUS A319;Lluvia débil;13/04/18
VLG3715;MAH;BCN;AIRBUS A320;Lluvia débil;13/04/18
IBE8666;MAH;ILD;CANADAIR CRJ-900;Lluvia débil;13/04/18
AEA4532;MAH;PMI;ATR-72;Lluvia débil;13/04/18
VLG3745;MAH;BCN;AIRBUS A320;Lluvia débil;13/04/18
IBE8957;MAH;MAD;BOMBARDIER CRJ-1000;Lluvia débil;13/04/18
IBE8491;MAH;PMI;CANADAIR CRJ-900;Lluvia débil;13/04/18
IBE8499;MAH;PMI;ATR-42/72;Lluvia débil;13/04/18
RYR7402;MAH;VLC;BOEING 737-800 WINGLETS;Lluvia débil;13/04/18
AEA4530;MAH;PMI;ATR-72;Lluvia débil;13/04/18
IBE8493;MAH;PMI;ATR-42/72;Lluvia débil;13/04/18
RYR6882;MAH;BCN;BOEING 737-800 WINGLETS;Lluvia débil;13/04/18
IBE8027;MAH;MAD;BOMBARDIER CRJ-1000;Lluvia débil;13/04/18
VLG3701;MAH;BCN;AIRBUS A320;Lluvia débil;13/04/18
AEA5001;AGP;MLN;ATR-72;Chubascos dispersos;13/04/18
IBE8262;AGP;MLN;ATR-72;Chubascos dispersos;13/04/18
IBE8792;MAD;MLN;ATR-72;Chubascos dispersos;13/04/18
IBE8268;AGP;MLN;ATR-72;Chubascos dispersos;13/04/18
IBE8264;AGP;MLN;ATR-72;Chubascos dispersos;13/04/18
IBE8790;MAD;MLN;ATR-72;Chubascos dispersos;13/04/18
IBE8276;AGP;MLN;ATR-72;Chubascos dispersos;13/04/18
AEA5005;AGP;MLN;ATR-72;Chubascos dispersos;13/04/18
IBE8270;AGP;MLN;ATR-72;Chubascos dispersos;13/04/18
IBE8798;MAD;MLN;ATR-72;Chubascos dispersos;13/04/18
IBE8272;AGP;MLN;ATR-72;Chubascos dispersos;13/04/18
AEA5001;AGP;MLN;ATR-72;Chubascos dispersos;14/04/18
IBE8262;AGP;MLN;ATR-72;Chubascos dispersos;14/04/18
RYR1129;LPA;BHX;BOEING 737-800 WINGLETS;Cubierto de nubes altas y medias;13/04/18
IBB107;LPA;TFN;BOMBARDIER CRJ-1000;Cubierto de nubes altas y medias;13/04/18
IBB236;LPA;FUE;ATR-72;Cubierto de nubes altas y medias;13/04/18
IBB115;LPA;TFN;ATR-72;Cubierto de nubes altas y medias;13/04/18
IBB504;LPA;ACE;ATR-72;Cubierto de nubes altas y medias;13/04/18
IBB105;LPA;TFN;ATR-72;Cubierto de nubes altas y medias;13/04/18
IBB119;LPA;TFN;BOMBARDIER CRJ-1000;Cubierto de nubes altas y medias;13/04/18
AEA9415;LPA;TFN;ATR-72;Cubierto de nubes altas y medias;13/04/18
IBB208;LPA;FUE;ATR-72;Cubierto de nubes altas y medias;13/04/18
AEA9447;LPA;ACE;ATR-72;Cubierto de nubes altas y medias;13/04/18
TVS4434;LPA;MUC;BOEING 737-800 WINGLETS;Cubierto de nubes altas y medias;13/04/18
IBB123;LPA;TFS;ATR-72;Cubierto de nubes altas y medias;13/04/18
IBB210;LPA;FUE;ATR-72;Cubierto de nubes altas y medias;13/04/18
AEA9161;LPA;MAD;AIRBUS A330-200;Cubierto de nubes altas y medias;13/04/18
IBK5892;LPA;TRF;BOEING 737-800 WINGLETS;Cubierto de nubes altas y medias;13/04/18
IBB109;LPA;TFN;BOMBARDIER CRJ-1000;Cubierto de nubes altas y medias;13/04/18
JAF5182;LPA;BRU;BOEING 737-800 WINGLETS;Cubierto de nubes altas y medias;13/04/18
CNF809;LPA;FUE;ATR-72;Cubierto de nubes altas y medias;13/04/18
CNF721;LPA;ACE;ATR-72;Cubierto de nubes altas y medias;13/04/18
WZZ3564;BCN;TSR;AIRBUS A320;Lluvia moderada;13/04/18
VLG3916;BCN;PMI;AIRBUS A320;Lluvia moderada;13/04/18
TRA5132;BCN;AMS;BOEING 737-800 WINGLETS;Lluvia moderada;13/04/18
VLG1432;BCN;BIO;32A;Lluvia moderada;13/04/18
VLG9010;BCN;MAD;AIRBUS A320;Lluvia moderada;13/04/18
EZY4416;BCN;LYS;AIRBUS A319;Lluvia moderada;13/04/18
VLG2224;BCN;SVQ;AIRBUS A320;Lluvia moderada;13/04/18
TVF3131;BCN;ORY;BOEING 737-800 WINGLETS;Lluvia moderada;13/04/18
EWG2529;BCN;STR;AIRBUS A320;Lluvia moderada;13/04/18
VLG2111;BCN;AGP;AIRBUS A320;Lluvia moderada;13/04/18
IBK5602;BCN;DUS;BOEING 737-800 WINGLETS;Lluvia moderada;13/04/18
DLH1809;BCN;MUC;AIRBUS A319;Lluvia moderada;13/04/18
EWG5921;BCN;VIE;32A;Lluvia moderada;13/04/18
AEA5035;MAD;AGP;ATR-72;Chubascos dispersos;13/04/18
VLG2115;BCN;AGP;32B;Lluvia moderada;13/04/18
IBK5830;LPA;AGP;BOEING 737-800 WINGLETS;Cubierto de nubes altas y medias;13/04/18
VLG3283;TFS;AGP;32A;Nubosidad variable;13/04/18
RYR2359;ACE;NOC;BOEING 737-800 WINGLETS;Nubosidad variable;13/04/18
IBB501;ACE;LPA;BOMBARDIER CRJ-1000;Nubosidad variable;13/04/18
IBB453;ACE;TFN;ATR-42/72;Nubosidad variable;13/04/18
CNF704;ACE;LPA;ATR-42/72;Nubosidad variable;13/04/18
IBB505;ACE;LPA;ATR-72;Nubosidad variable;13/04/18
AEA9448;ACE;LPA;ATR-72;Nubosidad variable;13/04/18
DE1421;ACE;DUS;BOEING 757-200  WINGLETS;Nubosidad variable;13/04/18
DE1409;ACE;FRA;BOEING 767-300 WINGLETS;Nubosidad variable;13/04/18
DE1401;ACE;MUC;AIRBUS A320;Nubosidad variable;13/04/18
RYR7125;ACE;DUB;BOEING 737-800 WINGLETS;Nubosidad variable;13/04/18
IBB469;ACE;TFN;ATR-42/72;Nubosidad variable;13/04/18
IBE2284;ACE;TFN;ATR-42/72;Nubosidad variable;13/04/18
RYR6627;ACE;EDI;BOEING 737-800 WINGLETS;Nubosidad variable;13/04/18
RYR2595;ACE;BFS;BOEING 737-800 WINGLETS;Nubosidad variable;13/04/18
RYR2132;ACE;MAN;BOEING 737-800 WINGLETS;Nubosidad variable;13/04/18
CNF722;ACE;LPA;ATR-72;Nubosidad variable;13/04/18
EZY8682;ACE;LGW;32A;Nubosidad variable;13/04/18
IBB513;ACE;LPA;ATR-42/72;Nubosidad variable;13/04/18
RYR8289;ACE;STN;BOEING 737-800 WINGLETS;Nubosidad variable;13/04/18
EZY2026;ACE;LTN;32A;Nubosidad variable;13/04/18
JTG632;ACE;BLL;BOEING 737-700 WINGLETS;Nubosidad variable;13/04/18
EIN777;ACE;DUB;AIRBUS A320;Nubosidad variable;13/04/18
IBB471;ACE;TFN;ATR-72;Nubosidad variable;13/04/18
RYR2913;MAD;TFS;BOEING 737-800 WINGLETS;Chubascos dispersos;13/04/18
IBB123;LPA;TFS;ATR-72;Cubierto de nubes altas y medias;13/04/18
VLG3282;AGP;TFS;32A;Chubascos dispersos;13/04/18
IBE8931;SVQ;LEI;CANADAIR CRJ-200;Lluvia;13/04/18
IBE8594;MAD;LEI;BOMBARDIER CRJ-1000;Chubascos dispersos;13/04/18
VLG1251;BCN;LEI;AIRBUS A320;Lluvia moderada;13/04/18
IBE8598;MAD;LEI;BOMBARDIER CRJ-1000;Chubascos dispersos;13/04/18
IBE8212;PMI;LEI;CANADAIR CRJ-200;Despejado;17/04/18
IBE8592;MAD;LEI;BOMBARDIER CRJ-1000;Chubascos dispersos;13/04/18
IBE8588;MAD;LEI;CANADAIR CRJ-200;Chubascos dispersos;13/04/18
IBE8600;MAD;LEI;BOMBARDIER CRJ-1000;Chubascos dispersos;13/04/18
IBE8594;MAD;LEI;CANADAIR CRJ-900;Chubascos dispersos;14/04/18
AEA2001;MAD;BCN;AIRBUS A330-200;Chubascos dispersos;13/04/18
VLG1572;OVD;BCN;AIRBUS A320;Lluvia;13/04/18
VLG7460;MAD;BCN;32A;Chubascos dispersos;13/04/18
VLG3929;PMI;BCN;AIRBUS A320;Lluvia;13/04/18
VLG1439;BIO;BCN;32A;Lluvia;13/04/18
IBE8986;MAD;VLC;CANADAIR CRJ-900;Chubascos dispersos;13/04/18
RYR7223;SCQ;VLC;BOEING 737-800 WINGLETS;Chubascos dispersos;13/04/18
IBE8935;BIO;VLC;CANADAIR CRJ-900;Lluvia;13/04/18
IBE8441;IBZ;VLC;CANADAIR CRJ-200;Lluvia débil;13/04/18
VLG3153;PMI;XRY;AIRBUS A320;Lluvia;13/04/18
IBE0410;MAD;XRY;AIRBUS A319;Chubascos dispersos;13/04/18
VLG2286;BCN;XRY;32A;Lluvia moderada;13/04/18
RYR1283;BCN;XRY;BOEING 737-800 WINGLETS;Lluvia moderada;13/04/18
IBE0404;MAD;XRY;AIRBUS A319;Chubascos dispersos;13/04/18
IBE0406;MAD;XRY;AIRBUS A320;Chubascos dispersos;13/04/18
IBE0410;MAD;XRY;AIRBUS A319;Chubascos dispersos;14/04/18
AEA1702;PMI;IBZ;ATR-72;Lluvia;13/04/18
IBE8112;PMI;IBZ;CANADAIR CRJ-200;Despejado;17/04/18
VLG3508;BCN;IBZ;AIRBUS A320;Lluvia moderada;13/04/18
IBE8106;PMI;IBZ;ATR-42/72;Despejado;17/04/18
RYR7216;VLC;IBZ;BOEING 737-800 WINGLETS;Nubosidad variable;13/04/18
VLG3419;MAD;IBZ;AIRBUS A320;Chubascos dispersos;13/04/18
IBE8904;ALC;IBZ;CANADAIR CRJ-200;Despejado;17/04/18
VLG3695;VLC;IBZ;AIRBUS A320;Nubosidad variable;13/04/18
AEA2687;BCN;IBZ;BOEING 737-800 WINGLETS;Lluvia moderada;13/04/18
IBE8910;MAD;IBZ;BOMBARDIER CRJ-1000;Chubascos dispersos;13/04/18
IBE8108;PMI;IBZ;BOMBARDIER CRJ-1000;Despejado;17/04/18
VLG3510;BCN;IBZ;AIRBUS A320;Lluvia moderada;13/04/18
AEA6025;MAD;IBZ;EMBRAER ERJ-195;Chubascos dispersos;13/04/18
RYR6362;BCN;PMI;BOEING 737-800 WINGLETS;Lluvia moderada;13/04/18
AEA6007;BCN;PMI;BOEING 737-800 WINGLETS;Lluvia moderada;13/04/18
VLG3916;BCN;PMI;AIRBUS A320;Lluvia moderada;13/04/18
AEA6031;MAD;PMI;EMBRAER ERJ-195;Chubascos dispersos;13/04/18
AEA4025;ALC;PMI;ATR-72;Nubosidad variable;13/04/18
AEA4004;VLC;PMI;EMBRAER ERJ-195;Nubosidad variable;13/04/18
VLG1421;BIO;BCN;32B;Lluvia;13/04/18
IBE8935;BIO;VLC;CANADAIR CRJ-900;Lluvia;13/04/18
IBE0423;BIO;MAD;AIRBUS A321;Lluvia;13/04/18
VLG1419;BIO;BCN;AIRBUS A320;Lluvia;13/04/18
AFR1477;BIO;CDG;EMBRAER 190;Lluvia;13/04/18
IBE8387;BIO;ALC;CANADAIR CRJ-200;Lluvia;13/04/18
IBS9525;BIO;PMI;AIRBUS A320;Lluvia;13/04/18
EZY3226;BIO;STN;AIRBUS A319;Lluvia;13/04/18
VLG3944;PMI;BIO;32A;Lluvia;12/04/18
IBK6361;BIO;TFS;BOEING 737-800 WINGLETS;Lluvia;13/04/18
VLG3968;BIO;VLC;32A;Lluvia;13/04/18
VLG3274;BIO;LPA;AIRBUS A320;Lluvia;13/04/18
DLH1825;BIO;MUC;AIRBUS A320;Lluvia;13/04/18
VLG3961;BIO;TXL;32A;Lluvia;13/04/18
KLM1686;BIO;AMS;EMBRAER 190;Lluvia;13/04/18
VLG1670;BCN;SCQ;32A;Lluvia moderada;13/04/18
RYR5315;MAD;SCQ;BOEING 737-800 WINGLETS;Chubascos dispersos;13/04/18
VLG3980;SCQ;PMI;AIRBUS A320;Chubascos dispersos;12/04/18
EVE1601;SVQ;SCQ;32A;Lluvia;13/04/18
AEA2827;BCN;SCQ;BOEING 737-800 WINGLETS;Lluvia moderada;13/04/18
RYR3041;SVQ;SCQ;BOEING 737-800 WINGLETS;Lluvia;13/04/18
LAV5213;TFN;SCQ;BOEING 737-400;Nubosidad variable;13/04/18
IBS3874;MAD;SCQ;AIRBUS A320;Chubascos dispersos;13/04/18
