ID;ICAO;Name;Country;Active
1918;COW;Cowi;Netherlands;N
1919;COY;Coyne Aviation;United Kingdom;N
1920;CFD;Cranfield University;United Kingdom;N
1921;CRE;Cree Airways;Canada;N
1922;ELM;Crelam;Mexico;N
1923;CAN;Crest Aviation;United Kingdom;Y
1924;KRM;Crimea Universal Avia;Ukraine;N
1925;CTN;Croatia Airlines;Croatia;Y
1926;HRZ;Croatian Air Force;Croatia;N
1927;CRX;Cross Aviation;United Kingdom;N
1928;ECC;Crossair Europe;Switzerland;N
1929;CWX;Crow Executive Air;United States;N
1930;CKR;Crown Air Systems;United States;N
1931;CRO;Crown Airways;United States;Y
1932;CRW;Crownair;Canada;N
1933;VCR;Cruiser Linhas Aereas;Brazil;N
1934;CTY;Cryderman Air Service;United States;N
1935;CYT;Crystal Shamrock;United States;N
1936;CUB;Cubana de Aviacion;Cuba;Y
1937;CBL;Cumberland Airways (Nicholson Air Service);United States;N
1938;CTT;Custom Air Transport;United States;N
1939;RGN;Cygnus Air;Spain;N
1940;CYC;Cyprair Tours;Cyprus;N
1941;CYS;Cypress Airlines;Canada;N
1942;CYP;Cyprus Airways;Cyprus;Y
1944;CEF;Czech Air Force;Czech Republic;N
1945;AHD;Czech Air Handling;Czech Republic;N
1946;CSA;Czech Airlines;Czech Republic;Y
1947;CIE;Czech Government Flying Service;Czech Republic;N
1948;DDA;D & D Aviation;United States;N
1949;DNK;D&K Aviation;United States;N
1950;DHE;DAP Helicopteros;Chile;N
1951;VLF;DFS UK Limited;United Kingdom;N
1952;DSR;DAS Air Cargo;Uganda;N
1953;RKC;DAS Airlines;Democratic Republic of the Congo;N
1954;DTR;DAT Danish Air Transport;Denmark;Y
1955;ENT;DAT Enterprise Limited;United Kingdom;N
1956;BDN;DERA Boscombe Down;United Kingdom;N
1957;DSN;DESNA;Ukraine;N
1958;DET;DETA Air;Kazakhstan;N
1959;DGO;DGO Jet;Mexico;N
1960;DAE;DHL Aero Expreso;Panama;N
1961;DHK;DHL Air;United Kingdom;N
1962;DHV;DHL Aviation;South Africa;N
1963;DHX;DHL International;Bahrain;N
1964;JOS;DHL de Guatemala;Guatemala;N
1965;RSK;DSWA;United States;N
1966;DAO;Daallo Airlines;Djibouti;Y
1967;DAG;Dagestan Airlines;Russia;N
1968;DHA;Dahla Airlines;Democratic Republic of Congo;N
1969;DCS;Daimler Chrysler Aviation;Germany;N
1970;DCX;Daimler-Chrysler;United States;N
1971;DKA;Daka;Kazakhstan;N
1972;DLR;Dala Air Services;Nigeria;N
1973;KHB;Dalavia;Russia;Y
1974;DXP;Dallas Express Airlines;United States;N
1975;DAS;Damascene Airways;Syrian Arab Republic;N
1976;DSA;Danbury Airways;United States;N
1977;DOP;Dancopter;Denmark;N
1978;DAF;Danish Air Force;Denmark;N
1979;DAR;Danish Army;Denmark;N
1980;DNY;Danish Navy;Denmark;N
1981;DNU;Danu Oro Transportas;Lithuania;N
1982;DRT;Darta;France;N
1983;DWT;Darwin Airline;Switzerland;Y
1984;DSQ;Dasab Airlines;Uganda;N
1985;DSH;Dash Air Charter;United States;N
1986;GOB;Dash Aviation;United Kingdom;N
1987;DGX;Dasnair;Switzerland;N
1988;DAB;Dassault Aviation;France;N
1989;CVF;Dassault Falcon Jet Corporation;United States;N
1990;DSO;Dassault Falcon Service;France;N
1991;DTN;Data International;Sudan;N
1992;XDT;Date Transformation Corp;United States;N
1993;DAU;Dauair;Germany;N
1994;DCO;David Crawshaw Consultants Limited;United Kingdom;N
1995;DWN;Dawn Air;United States;N
1996;DJS;DayJet;United States;N
1997;DAY;Daya Aviation;Sri Lanka;N
1998;DHC;De Havilland;Canada;N
1999;IAY;Deadalos Flugtbetriebs;Austria;N
2000;DAA;Decatur Aviation;United States;N
2001;DKN;Deccan Aviation;India;N
2002;DLK;Deccan Aviation (Lanka);Sri Lanka;N
2003;DER;Deer Jet;China;N
2004;JDC;Deere and Company;United States;N
2005;DWR;Delaware Skyways;United States;N
2006;DEA;Delta Aerotaxi;Italy;Y
2007;SNO;Delta Air Charter;Canada;N
2008;ELJ;Delta Air Elite;United States;N
2009;DAL;Delta Air Lines;United States;Y
2010;KMB;Delta Engineering Aviation;United Kingdom;N
2011;DLI;Delta Express International;Ukraine;N
2012;DSU;Delta State University;United States;N
2013;DNM;Denim Air;Netherlands;Y
2014;FEC;Denver Express;United States;N
2015;DJT;Denver Jet;United States;N
2016;FGC;Departmento De Agricultura De La Generalitat De Cataluna;Spain;N
2017;DRY;Deraya Air Taxi;Indonesia;N
2018;DRX;Des R Cargo Express;Mauritania;N
2019;MIZ;Desarrollo Milaz;Mexico;N
2020;DTY;Destiny Air Services;Sierra Leone;N
2022;AMB;Deutsche Rettungsflugwacht;Germany;N
2023;LFO;Deutsches Zentrum fur Luft-und Raumfahrt EV;Germany;N
2024;DIS;Di Air;Serbia;N
2025;SPK;Diamond Aviation;United States;N
2026;DRB;Didier Rousset Buy;Chile;N
2027;DGT;Digital Equipment Corporation;United States;N
2028;RDN;Dinar;Argentina;N
2029;DIP;Diplomatic Freight Services;United Kingdom;N
2030;ENA;Direccion General de Aviacion Civil y Telecomunicasciones;Spain;N
2031;DIA;Direct Air;United States;N
2032;XAP;Direct Air trading as Midway Connection;United States;N
2033;DCT;Direct Flight;United Kingdom;N
2034;SXP;Sky Express;Poland;N
2035;DIR;Dirgantara Air Service;Indonesia;N
2036;DCV;Discover Air;United States;N
2037;DVA;Discovery Airways;United States;N
2038;XDS;Dispatch Services;United States;N
2039;DIX;Dix Aviation;Germany;N
2040;DEE;Dixie Airways;United States;N
2041;DJB;Djibouti Airlines;Djibouti;Y
2042;UDN;Dniproavia;Ukraine;Y
2043;FDN;Flying Dolphin Airlines;United Arab Emirates;N
2044;IXX;Dolphin Express Airlines;United States;N
2045;DPL;Dome Petroleum;Canada;N
2046;MYO;Dominguez Toledo (Grupo Mayoral);Spain;N
2047;DOA;Dominicana de Aviaci;Dominican Republic;Y
2048;DMO;Domodedovo Airlines;Russia;Y
2049;DVB;Don Avia;Kazakhstan;N
2050;DON;Donair Flying Club;United Kingdom;N
2051;UDC;DonbassAero;Ukraine;Y
2052;DAD;Dorado Air;Dominican Republic;N
2053;DOR;Dornier;Germany;N
2054;DAV;Dornier Aviation Nigeria;Nigeria;N
2055;DOM;Dos Mundos;Dominican Republic;N
2056;HDA;Dragonair;DRAGON;Y
2057;DCA;Dreamcatcher Airways;United Kingdom;N
2058;DRK;Druk Air;Bhutan;Y
2059;DRE;Drummond Island Air;United States;N
2060;DUB;Dubai Airwing;United Arab Emirates;N
2061;DBK;Dubrovnik Air;Croatia;Y
2062;DUK;Ducair;Luxembourg;N
2063;DBJ;Duchess of Britany (Jersey) Limited;United Kingdom;N
2064;LPD;UK Royal/HRH Duke of York;United Kingdom;N
2065;DUN;Dun'Air;Mauritania;N
2066;PHD;Duncan Aviation;United States;N
2067;VVF;Dunyaya Bakis Hava Tasimaciligi;Turkey;N
2068;DUO;Duo Airways;United Kingdom;N
2069;DJE;Durango Jet;Mexico;N
2070;DNL;Dutch Antilles Express;Netherlands Antilles;Y
2071;DCE;Dutch Caribbean Express;Netherlands Antilles;N
2072;DBR;Dutchbird;Netherlands;N
2073;DFS;Dwyer Aircraft Services;United States;N
2074;XDY;Dynair Services;United States;N
2075;DNR;Dynamair Aviation;Canada;N
2076;DYE;Dynamic Air;Netherlands;N
2077;BAG;dba;Germany;Y
2078;EHD;E H Darby Aviation;United States;N
2081;EAD;EAA Escola De Aviacao Aerocondor;Portugal;N
2082;EXW;Executive Airlines Services;Nigeria;N
2083;EFS;EFAOS- Agencia De Viagens e Turismo;Angola;N
2084;EFD;EFD Eisele Flugdienst;Germany;N
2085;FSD;EFS-Flugservice;Germany;N
2086;EIS;EIS Aircraft;Germany;N
2087;IAG;EPAG Groupe Air France;France;N
2088;ESI;ESI Eliservizi Italiani;Italy;N
2089;EUY;EU Airways;Ireland;N
2090;EUJ;EUjet;Ireland;N
2091;EVA;EVA Air;Taiwan;Y
2092;ICR;Eagle Aero;United States;N
2093;EGR;Eagle Air;Sierra Leone;N
2095;EGX;Eagle Air Company;Thailand;N
2096;FEI;Eagle Air Iceland;Iceland;N
2097;EGU;Eagle Aviation;Uganda;N
2098;GYP;Eagle Aviation;United Kingdom;N
2099;EGN;Eagle Aviation France;France;N
2100;SEG;Eagle International;Senegal;N
2101;EGJ;Eagle Jet Charter;United States;N
2102;EMD;Eaglemed (Ballard Aviation);United States;N
2103;ERX;Earth Airlines Services;Nigeria;N
2104;UGX;East African;Uganda;Y
2105;HSA;East African Safari Air;Kenya;N
2106;EXZ;East African Safari Air Express;Kenya;N
2107;EMU;East Asia Airlines;Macao;N
2108;ECT;East Coast Airways;South Africa;N
2109;ECJ;East Coast Jets;United States;N
2110;EHA;East Hampton Aire;United States;N
2111;EKC;East Kansas City Aviation;United States;N
2112;CTK;East Midlands Helicopters;United Kingdom;N
2113;DXH;East Star Airlines;China;N
2114;EWA;East-West Airlines;Australia;N
2115;EAZ;Eastern Air;Zambia;N
2116;EAX;Eastern Air Executive;United Kingdom;N
2117;EZE;Eastern Airways;United Kingdom;Y
2118;EAQ;Eastern Australia Airlines;Australia;N
2119;ECI;Eastern Carolina Aviation;United States;N
2120;GNS;Eastern Executive Air Charter;United Kingdom;N
2121;LIS;Eastern Express;Kazakhstan;N
2122;EME;Eastern Metro Express;United States;N
2123;EPB;Eastern Pacific Aviation;Canada;N
2124;ESJ;Eastern Sky Jets;United Arab Emirates;N
2125;ELA;Eastland Air;Australia;Y
2126;SGR;Eastwind Airlines;United States;N
2127;FYE;Easy Link Aviation Services;Nigeria;N
2128;CMN;Eckles Aircraft;United States;N
2129;EJT;Eclipse Aviation;United States;N
2130;ECQ;Eco Air;Nigeria;N
2131;DEI;Ecoair;Algeria;N
2132;ECX;Ecomex Air Cargo;Angola;N
2133;ECD;Ecotour;Mexico;N
2134;XCC;Ecoturistica de Xcalak;Mexico;N
2135;ECV;Ecuatoguineana De Aviacion (EGA);Equatorial Guinea;N
2136;EQC;Ecuatorial Cargo;Equatorial Guinea;N
2137;ECU;Ecuavia;Ecuador;Y
2138;EDW;Edelweiss Air;Switzerland;Y
2139;SLO;Edgartown Air;United States;N
2140;EDC;Edinburgh Air Charter;United Kingdom;N
2141;EDJ;Edwards Jet Center of Montana;United States;N
2142;EIJ;Efata Papua Airlines;Indonesia;N
2143;MSR;Egyptair;Egypt;Y
2144;MSX;Egyptair Cargo;Egypt;N
2145;EGY;Egyptian Air Force;Egypt;N
2146;EJX;Egyptian Aviation;Egypt;N
2147;EMA;Egyptian Aviation Company;Egypt;N
2148;EIX;Ei Air Exports;Ireland;N
2149;EIR;Eirjet;Ireland;N
2150;ELY;El Al Israel Airlines;Israel;Y
2151;CMX;El Caminante Taxi Aereo;Mexico;N
2152;GLQ;El Quilada International Aviation;Sudan;N
2153;ELS;El Sal Air;El Salvador;N
2154;ESC;El Sol De America;Venezuela;N
2155;BRQ;El-Buraq Air Transport;Libya;Y
2156;ELX;Elan Express;United States;N
2157;LBR;Elbe Air Transport;Germany;N
2158;NLK;Elbrus-Avia Air Enterprise;Russia;N
2159;DND;Eldinder Aviation;Sudan;N
2160;PDV;Elicar;Italy;N
2161;EDO;Elidolomiti;Italy;N
2162;ELB;Elieuro;Italy;N
2163;EFG;Elifriulia;Italy;N
2164;ELH;Elilario Italia;Italy;N
2165;EOA;Elilombarda;Italy;N
2166;MEE;Elimediterranea;Italy;N
2167;VUL;Elios;Italy;N
2168;IEP;Elipiu';Italy;N
2169;RSA;Elisra Airlines;Sudan;N
2170;EAI;Elite Air;Togo;N
2171;EJD;Elite Jets;United Arab Emirates;N
2172;FGS;Elitellina;Italy;N
2173;ELT;Elliott Aviation;United States;N
2174;MGG;Elmagal Aviation Services;Sudan;N
2175;ELR;Elrom Aviation and Investments;Israel;N
2176;EAM;Embassy Airlines;Nigeria;N
2177;EFT;Embassy Freight Company;United States;N
2178;EMB;Empresa Brasileira De Aeronautica;Brazil;N
2179;XSL;Embry-Riddle Aeronautical University;United States;N
2180;JEM;Emerald Airways;United Kingdom;N
2181;EWW;Emery Worldwide Airlines;United States;N
2182;EMT;Emetebe;Ecuador;N
2183;UAE;Emirates;United Arab Emirates;Y
2184;SBC;Emoyeni Air Charter;South Africa;N
2185;EMP;Empire Air Service;United States;N
2186;CFS;Empire Airlines;United States;N
2187;MPR;Empire Aviation Services;Nigeria;N
2188;ETP;Empire Test Pilots' School;United Kingdom;N
2189;AUO;Empresa (Aero Uruguay);UNIFORM OSCAR;N
2190;PRG;Empresa Aero-Servicios Parrague;Chile;N
2191;CRN;Empresa Aerocaribbean;Cuba;N
2192;VNA;Empresa Aviacion Interamericana;Uruguay;N
2193;EEA;Empresa Ecuatoriana De Aviacion;Ecuador;Y
2194;CNI;Empresa Nacional De Servicios Aereos;Cuba;N
2195;VNE;Empresa Venezolana;Venezuela;N
2196;GTV;Empresa de Aviacion Aerogaviota;Cuba;N
2197;XLT;Empressa Brasileira de Infra-Estrutura Aeroportuaria-Infraero;Brazil;N
2198;ENC;Endecots;Ecuador;N
2199;ENI;Enimex;Estonia;N
2200;ENK;Enkor JSC;Russia]];N
2201;EGV;Enrique Gleisner Vivanco;Chile;N
2202;ESE;Ensenada Vuelos Especiales;Mexico;N
2203;ENS;Entergy Services;United States;N
2204;EWS;Enterprise World Airways;Democratic Republic of the Congo;N
2205;ESS;Eos Airlines;United States;N
2206;EKA;Equaflight Service;Republic of the Congo;N
2207;EQZ;Equatair Air Services (Zambia);Zambia;N
2208;EQT;Equatorial Airlines;Equatorial Guinea;N
2209;ERH;Era Helicopters;United States;N
2210;IRY;Eram Air;Iran;N
2211;ERF;Erfoto;Portugal;N
2212;ERE;Erie Airways;United States;N
2213;ERT;Eritrean Airlines;Eritrea;Y
2214;CTV;Escuela De Pilotos Are Aviacion;Spain;N
2215;EPC;Espace Aviation Services;Democratic Republic of the Congo;N
2216;ERC;Esso Resources Canada;Canada;N
2217;ESF;Estafeta Carga Aerea;Mexico;N
2218;ELL;Estonian Air;Estonia;Y
2219;ETA;Estrellas Del Aire;Mexico;N
2220;ETH;Ethiopian Airlines;Ethiopia;Y
2221;MJM;Eti 2000;Italy;N
2222;ETD;Etihad Airways;United Arab Emirates;Y
2223;ETM;Etram Air Wing;Angola;N
2224;EVN;Euraviation;Italy;N
2225;ECN;Euro Continental AIE;Spain;N
2227;ESN;Euro Sun;Turkey;N
2228;EAK;Euro-Asia Air;Kazakhstan;N
2229;KZE;Euro-Asia Air International;Kazakhstan;N
2230;MMZ;EuroAtlantic Airways;Portugal;N
2231;GOJ;EuroJet Aviation;United Kingdom;N
2232;EUP;Euroair;Greece;N
2233;EUU;Euroamerican Air;Uruguay;N
2234;ECY;Euroceltic Airways;United Kingdom;N
2235;EUC;Eurocontrol;Belgium;N
2236;ECF;Eurocopter;France;N
2237;ECA;Eurocypria Airlines;Cyprus;Y
2238;EEZ;Eurofly;Italy;N
2239;EEU;Eurofly Service;Italy;Y
2240;EUG;Euroguineana de Aviacion;Equatorial Guinea;N
2241;ERJ;Eurojet Italia;Italy;N
2242;JLN;Eurojet Limited;Malta;N
2243;RDP;Eurojet Romania;Romania;N
2244;EJS;Eurojet Servis;Czech Republic;N
2245;ELO;Eurolot;Poland;Y
2246;EMX;Euromanx Airways;Austria;N
2247;GED;Europe Air Lines;France;N
2248;FPO;Europe Airpost;France;N
2249;EUT;European 2000 Airlines;Malta;N
2250;EAG;European Aeronautical Group UK;United Kingdom;N
2251;EAL;European Air Express;Germany;Y
2252;BCS;European Air Transport;Belgium;N
2253;EAF;European Aviation Air Charter;United Kingdom;N
2254;EBJ;European Business Jets;United Kingdom;N
2255;ECB;European Coastal Airlines;Croatia;N
2256;ETV;European Executive;United Kingdom;N
2257;EXC;European Executive Express;Sweden;N
2258;EBG;Eurosense;Bulgaria;N
2259;ESX;Euroskylink;United Kingdom;N
2260;EWG;Eurowings;Germany;Y
2261;EIA;Evergreen International Airlines;United States;Y
2262;VTS;Everts Air Alaska/Everts Air Cargo;United States;N
2263;EMN;Examiner Training Agency;United Kingdom;N
2264;XLA;Excel Airways;United Kingdom;Y
2265;XEL;Excel Charter;United Kingdom;Y
2266;GZA;Excellent Air;Germany;N
2267;EXA;Execair Aviation;Canada;N
2268;VCN;Execujet Charter;Switzerland;N
2269;EJO;Execujet Middle East;United Arab Emirates;N
2270;VMP;Execujet Scandinavia;Denmark;N
2271;EAS;Executive Aerospace;South Africa;N
2272;LFL;Executive Air;Zimbabwe;N
2273;EAC;Executive Air Charter;United States;N
2274;XAF;Executive Air Fleet;United States;N
2275;ECS;Executive Aircraft Charter and Charter Services;Ireland;N
2276;XAH;Executive Aircraft Services;United Kingdom;N
2277;EXK;Executive Airlines;United States;N
2278;EXU;Executive Airlines;Spain;N
2279;JTR;Executive Aviation Services;United Kingdom;N
2280;EXE;Executive Flight;United States;N
2281;TRI;Executive Flight Operations Ontario Government;Canada;N
2282;EXJ;Executive Jet Charter;United Kingdom;N
2283;EJM;Executive Jet Management;United States;N
2284;TEA;Executive Turbine Aviation;South Africa;N
2285;EXF;Eximflight;Mexico;N
2286;EXN;Exin;Poland;N
2287;EXR;Expertos En Carga;Mexico;N
2288;EXV;Expo Aviation;Sri Lanka;N
2289;FXA;Express Air;United States;N
2290;EIC;Express International Cargo;S;N
2291;XPL;Express Line Aircompany;United States;N
2292;XNA;Express Net Airlines;United States;N
2293;LHN;Express One International;United States;Y
2294;XTO;Express Tours;Canada;N
2295;BTA;ExpressJet;United States;Y
2296;JTM;Exxavia Limited;Ireland;N
2297;EZY;easyJet;United Kingdom;Y
2298;EJA;NetJets;United States;N
2299;EYE;F.S. Air Service;United States;N
2300;IFA;FAI Airservice;Germany;N
2301;FLC;FINFO Flight Inspection Aircraft;United States;N
2302;FKI;FLM Aviation Mohrdieck;Germany;N
2303;DCM;FLTPLAN;United States;N
2304;FLW;FLowair Aviation;France;N
2305;FMG;FMG Verkehrsfliegerschule Flughafen Paderborn-Lippstadt;Germany;N
2306;FRA;FR Aviation;United Kingdom;N
2307;FSB;FSB Flugservice & Development;Germany;N
2308;LEJ;FSH Luftfahrtunternehmen;Germany;N
2309;FBA;Fab Air;Kyrgyzstan;N
2310;FCS;Facts Air;Mexico;N
2311;FAV;Fair Aviation;South Africa;N
2312;FWD;Fair Wind Air Charter;United Arab Emirates;N
2313;FLS;Fairlines;Netherlands;N
2314;FFC;Fairoaks Flight Centre;United Kingdom;N
2315;FWY;Fairways Corporation;United States;N
2316;FCN;Falcon Air;Sweden;N
2317;FAR;Falcon Air;Slovenia;N
2318;FAO;Falcon Air Express;United States;N
2319;FAU;Falcon Airline;Nigeria;N
2321;FVS;Falcon Aviation Services;United Arab Emirates;N
2322;FJC;Falcon Jet Centre;United Kingdom;N
2323;FAW;Falwell Aviation;United States;N
2324;EFA;Far Eastern Air Transport;Taiwan;Y
2325;FDL;Farmingdale State University;United States;N
2326;FAH;Farnair Hungary;Hungary;N
2327;FRN;Farnair Netherlands;Netherlands;N
2328;FAT;Farnair Switzerland;Switzerland;N
2329;RAF;Farnas Aviation Services;Sudan;N
2330;HBL;Faroecopter;Denmark;N
2331;RCK;Faroejet;Faroe Islands;N
2332;FRW;Farwest Airlines;United States;N
2333;FSW;Faso Airways;Burkina Faso;N
2334;FHL;Fast Helicopters;United Kingdom;N
2335;FAY;Fayban Air Services;Nigeria;N
2336;SKM;Fayetteville Flying Service and Scheduled Skyways System;United States;N
2337;FDR;Federal Air;South Africa;N
2338;FLL;Federal Airlines;Sweden;N
2339;DCN;Federal Armed Forces;Germany;N
2340;FRM;Federal Armored Service;United States;N
2341;NHK;Federal Aviation Administration;United States;N
2342;FDX;Federal Express;United States;N
2343;FNK;Feniks Airline;Kazakhstan;N
2344;FER;Feria Aviacion;Spain;N
2345;HGK;Fika Salaama Airlines;Uganda;N
2346;FNC;Finalair Congo;Republic of the Congo;N
2347;FAK;Financial Airxpress;United States;N
2348;FBF;Fine Airlines;United States;N
2349;FTR;Finist'air;France;N
2350;FIN;Finnair;Finland;Y
2351;WBA;Finncomm Airlines;Finland;Y
2352;FNF;Finnish Air Force;Finland;N
2353;FFM;Firefly;Malaysia;Y
2354;FAB;First Air;Canada;Y
2355;JRF;First Air Transport;Japan;N
2356;FCC;First Cambodia Airlines;Cambodia;N
2357;FCA;First Choice Airways;United Kingdom;Y
2358;MBL;First City Air;United Kingdom;N
2359;GGA;First Flying Squadron;United States;N
2360;FIR;First Line Air;Sierra Leone;N
2361;FTS;First Sabre;Mexico;N
2362;FFR;Fischer Air;Czech Republic;N
2363;FFP;Fischer Air Polska;Poland;N
2364;FSX;Flagship Express Services;United States;N
2365;FLE;Flair Airlines;Canada;N
2366;WAF;Flamenco Airways;United States;N
2367;FMR;Flamingo Air;United States;N
2368;FLN;Flamingo Air-Line;Kazakhstan;N
2369;FSH;Flash Airlines;Egypt;N
2370;BWY;Fleet Requirements Air Direction Unit;United Kingdom;N
2371;FLR;Fleetair;South Africa;N
2372;FXY;Flexair;Netherlands;N
2373;FXT;Flexflight;Denmark;N
2374;TUD;Flight Alaska;United States;N
2375;FCK;Flight Calibration Service;Germany;N
2376;FCV;Flight Centre Victoria;Canada;N
2377;FCP;Flight Corporation;New Zealand;N
2378;FDP;Flight Dispatch Services;Poland;N
2379;FLX;Flight Express;United States;N
2380;CFI;Flight Inspection Center of the General Administration of Civil Aviation in China;China;N
2381;LTS;Flight Inspections and Systems;Russia;N
2382;IVJ;Flight International;United States;N
2383;MIT;Flight Line;United States;N
2384;FOI;Flight Ops International;United States;N
2385;OPT;Flight Options;United States;N
2386;CLB;Flight Precision Limited;United Kingdom;N
2387;FSL;Flight Safety Limited;United Kingdom;N
2388;FSU;Flight Support Sweden;Sweden;N
2389;CCK;Flight Trac;United States;N
2390;AYR;Flight Training Europe;Spain;N
2391;FWQ;Flight West Airlines;Australia;N
